Dist,Q1,Q2,Q3,Q4,Q5A,Q6,Q7,Q8,Q9,Q10,Q11,totalCriteria,totalPop2011,adolescentPop,youthPopn,SCPropRURAL,SCPropURBAN,SCPropTOTAL,STPropRURAL,STPropURBAN,STPropTOTAL,GDDP_curr,NDDP_curr,GDDP_const,NDDP_const,pcNDDP,avg_MPCE_RURAL,foodShareExpenseRURAL,avg_MPCE_URBAN,foodShareExpenseURBAN,rationYBPL,rationYAAY,rationSAPL,rationAnna,rationWhite,totRC,avg_pccRURAL,iopRURAL,LzRatioRURAL,avg_pccURBAN,iopURBAN,LzRatioURBAN,TotRdLength,APPTWAMainW,APPTWAMarginalW,youthPopAsWorker,youthPopAsMWorker,HDI_2001,HDI_2011,HDIRS_2001,HDIRS_2011,IMR_2010,pcHealthExpenseRURAL,pcHealthExpenseRURALURBAN,popPerSubCentre,popPerPHC,popPerRH,popPerGovBed,sex_ratio_dist,POAGHF,POAPHF,POACBS,anyANC,fullNatalCare,pWomenHospDeliveries,homeDeliveries,homeDeliveries_assist,percSafeDeliveries,childSexRatio,avgHHperNH,avgHHperHH,litRateM,litRateF,litRateT,litRateSC,litRateSC.1,APL,youthPopLit,SHSAP,secondarySec,ROSWUPSTSS,numSchoolsTot,numGovSchools,numPrivASchools,numPrivNASchools,percHH_Has_TapWtr,unemploymentRT,percPassSSC,EngMedium,SchoolInfrastructure,numRoom,haveComputer,haveInternet,haveELearning,haveToilets,haveToiletsF,playground,sports,extraCurrLevel,localTrust,ruleFollow,remark,prcplGender,prcplAge,prcplMaritalStatus,prcplIfChild,prcplSpouseEdu,prcplSpouseWork,prcplSpouseOccu,prcplEdu,prcplScheme,prcplEduYear,prcplSchemeOther,prcplWorkYear,prcplWorkYearOther,prcplInternetSavy,prcplSmartPhone,prcplUsedTobacco,prcplUsingTobacco,prcplUsingQuan,prcplchoolAward,numGuestLec,tbccoUseProb,tbccoFreeGood,staffNotDemandTF,staffNotForceStopTbcco,isTrusteesActive,BlockStaffCom,BlockStaffHelpTF,staffReceivdTrainTF,schoolLeadsExCuPr,isChangeDifficult,isChangeEasy,teachDiscChallenges,canDiscChangeTeach,mstTeachNotInterest,mstTeachPrivateLessons,mstTeachGoodAcademics,mstTeachGoodExCurr,mstTeachSelfDevelopment,mstTeachParticipateExCurr,teachNeedReminders,mstParentsSchoolEvents,parentsTbccoBigThreat,mstParentsReqTF,teachNumTraining,teachAwardsGov,isPTA,parentEduLevl,numBlank ,tobaccoFree
17.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1301.0,18.1,18.7,13.1,17.5,14.5,14.3,5.8,11.5,13758.0,12529.0,7941.0,7182.0,86949.0,575.3,50.2,698.0,49.2,47769.0,43249.0,81983.0,775.0,252.0,248936.0,575.3,11.5,38.5,698.0,57.3,39.2,4176.0,2.9,1.2,10.1,2.9,0.6,0.7,0.0,0.0,39.0,168.0,413.0,5859.0,39274.0,106040.0,1399.4,946.0,46.3,49.5,1.5,99.2,36.1,81.4,18.6,1.9,83.3,919.0,4.2,3.4,91.9,81.8,87.0,86.6,78.9,98.5,98.1,595.0,282.0,2.1,283.0,15.0,221.0,47.0,63.5,306752.0,86.0,6.0,3.0,7.266666666666667,1.3713163064833005,1.796477495107632,1.8126232741617356,1.0532544378698225,1.0376237623762377,1.1591355599214146,13.0,4.0,2.0,2.0,2.0,1.204868154158215,47.379876796714576,2.9175050301810863,1.7817796610169492,9.0,1.6152219873150107,17.0,8.0,1.3467561521252795,16.354691075514875,1.8021978021978022,4.820247933884297,4.007142857142857,2.266112266112266,1.5243128964059196,1.9139344262295082,1.9692622950819672,1.9274924471299093,1.7619047619047619,1.9119638826185101,1.1544885177453028,1.2203742203742203,1.5868263473053892,2.9130434782608696,1.4896265560165975,1.2405857740585775,1.2972972972972974,1.3112033195020747,1.4948024948024947,2.979296066252588,1.3575883575883576,1.3908523908523909,1.182952182952183,2.6555323590814197,5.0,1.7642105263157895,1.3305263157894738,1.343157894736842,1.3319148936170213,3.0,1.778494623655914,2.3974082073434126,2.24622030237581,2.605911330049261,1.8605150214592274,1.0203665987780042,8.0,80.0,0.0
0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1814.0,20.0,19.7,23.2,15.4,20.1,7.8,2.0,5.5,17025.0,15540.0,10097.0,9189.0,79829.0,548.4,52.7,789.1,42.8,159453.0,44474.0,124757.0,1555.0,13993.0,344232.0,548.4,22.6,37.0,789.1,55.1,42.4,3330.0,5.0,1.1,13.5,2.4,0.6,0.7,0.0,0.0,30.0,210.0,591.0,6577.0,39022.0,195110.0,717.6,946.0,40.3,49.7,1.4,91.6,31.0,74.3,24.8,4.1,78.4,912.0,4.6,3.4,92.3,83.5,88.0,83.2,79.2,97.1,96.6,783.0,435.0,1.8,416.0,18.0,280.0,118.0,58.7,464651.0,85.7,6.0,3.0,7.266666666666667,1.3713163064833005,1.796477495107632,1.8126232741617356,1.0532544378698225,1.0376237623762377,1.1591355599214146,13.0,4.0,2.0,2.0,2.0,1.204868154158215,47.379876796714576,2.9175050301810863,1.7817796610169492,9.0,1.6152219873150107,17.0,8.0,1.3467561521252795,16.354691075514875,1.8021978021978022,4.820247933884297,4.007142857142857,2.266112266112266,1.5243128964059196,1.9139344262295082,1.9692622950819672,1.9274924471299093,1.7619047619047619,1.9119638826185101,1.1544885177453028,1.2203742203742203,1.5868263473053892,2.9130434782608696,1.4896265560165975,1.2405857740585775,1.2972972972972974,1.3112033195020747,1.4948024948024947,2.979296066252588,1.3575883575883576,1.3908523908523909,1.182952182952183,2.6555323590814197,5.0,1.7642105263157895,1.3305263157894738,1.343157894736842,1.3319148936170213,3.0,1.778494623655914,2.3974082073434126,2.24622030237581,2.605911330049261,1.8605150214592274,1.0203665987780042,8.0,80.0,0.0
19.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,2772.0,20.7,19.7,11.5,13.2,11.8,21.8,6.7,18.5,20481.0,18689.0,11559.0,10456.0,66287.0,485.9,49.4,764.6,40.4,133095.0,132834.0,286257.0,2642.0,11087.0,567915.0,485.9,33.4,30.9,764.6,59.4,40.9,8568.0,6.0,1.5,14.5,3.0,0.6,0.7,2.0,2.0,21.0,159.0,418.0,5351.0,36949.0,136927.0,1728.6,952.0,36.6,51.0,3.4,88.0,28.7,53.4,45.1,6.0,59.4,922.0,4.3,3.4,89.4,75.9,82.8,82.8,76.1,96.8,95.3,1452.0,615.0,2.4,630.0,76.0,471.0,83.0,43.9,540673.0,84.9,6.0,3.0,7.266666666666667,1.3713163064833005,1.796477495107632,1.8126232741617356,1.0532544378698225,1.0376237623762377,1.1591355599214146,13.0,4.0,2.0,2.0,2.0,1.204868154158215,47.379876796714576,2.9175050301810863,1.7817796610169492,9.0,1.6152219873150107,17.0,8.0,1.3467561521252795,16.354691075514875,1.8021978021978022,4.820247933884297,4.007142857142857,2.266112266112266,1.5243128964059196,1.9139344262295082,1.9692622950819672,1.9274924471299093,1.7619047619047619,1.9119638826185101,1.1544885177453028,1.2203742203742203,1.5868263473053892,2.9130434782608696,1.4896265560165975,1.2405857740585775,1.2972972972972974,1.3112033195020747,1.4948024948024947,2.979296066252588,1.3575883575883576,1.3908523908523909,1.182952182952183,2.6555323590814197,5.0,1.7642105263157895,1.3305263157894738,1.343157894736842,1.3319148936170213,3.0,1.778494623655914,2.3974082073434126,2.24622030237581,2.605911330049261,1.8605150214592274,1.0203665987780042,8.0,80.0,0.0
15.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,850.0,17.6,16.5,6.6,6.4,6.5,0.8,0.9,0.8,11019.0,10142.0,5940.0,5442.0,103742.0,565.5,58.1,823.5,51.5,48018.0,23448.0,137514.0,492.0,21635.0,231107.0,565.5,10.7,36.3,823.5,48.8,38.8,5606.0,1.8,2.0,6.3,5.4,0.7,0.8,3.0,3.0,30.0,250.0,540.0,3244.0,21169.0,80441.0,1030.0,1036.0,66.7,37.1,3.2,99.5,47.2,92.7,6.8,1.3,94.0,922.0,4.0,3.6,91.6,79.8,85.6,80.7,81.9,97.0,96.4,705.0,223.0,3.2,217.0,1.0,190.0,26.0,30.7,226910.0,96.9,6.0,3.0,7.266666666666667,1.3713163064833005,1.796477495107632,1.8126232741617356,1.0532544378698225,1.0376237623762377,1.1591355599214146,13.0,4.0,2.0,2.0,2.0,1.204868154158215,47.379876796714576,2.9175050301810863,1.7817796610169492,9.0,1.6152219873150107,17.0,8.0,1.3467561521252795,16.354691075514875,1.8021978021978022,4.820247933884297,4.007142857142857,2.266112266112266,1.5243128964059196,1.9139344262295082,1.9692622950819672,1.9274924471299093,1.7619047619047619,1.9119638826185101,1.1544885177453028,1.2203742203742203,1.5868263473053892,2.9130434782608696,1.4896265560165975,1.2405857740585775,1.2972972972972974,1.3112033195020747,1.4948024948024947,2.979296066252588,1.3575883575883576,1.3908523908523909,1.182952182952183,2.6555323590814197,5.0,1.7642105263157895,1.3305263157894738,1.343157894736842,1.3319148936170213,3.0,1.778494623655914,2.3974082073434126,1.0,2.605911330049261,1.8605150214592274,1.0203665987780042,8.0,79.0,0.0
8.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,2454.0,21.0,19.8,20.2,17.8,19.6,2.6,1.5,2.3,20984.0,19368.0,10897.0,9959.0,80352.0,556.6,48.6,713.8,46.6,87085.0,40966.0,297825.0,1867.0,17279.0,445022.0,556.6,36.8,34.1,713.8,64.4,36.7,6658.0,5.3,0.9,15.0,1.8,0.6,0.7,2.0,1.0,32.0,169.0,373.0,7516.0,41176.0,157841.0,1710.0146137787056,928.0,36.3,58.4,1.0,93.7,27.6,63.9,35.8,7.5,71.4,889.0,5.1,4.3,84.4,69.6,77.3,72.5,72.3,94.9,93.5,1342.0,613.0,2.2,610.0,52.0,489.0,69.0,58.4,544858.0,90.5,6.0,3.0,7.266666666666667,1.3713163064833005,1.796477495107632,1.8126232741617356,1.0532544378698225,1.0376237623762377,1.1591355599214146,13.0,4.0,2.0,2.0,2.0,1.204868154158215,47.379876796714576,2.9175050301810863,1.7817796610169492,9.0,1.6152219873150107,17.0,8.0,1.3467561521252795,16.354691075514875,1.8021978021978022,4.820247933884297,4.007142857142857,2.266112266112266,1.5243128964059196,1.9139344262295082,1.9692622950819672,1.9274924471299093,1.7619047619047619,1.9119638826185101,1.1544885177453028,1.2203742203742203,1.0,2.9130434782608696,1.4896265560165975,1.2405857740585775,1.2972972972972974,1.3112033195020747,1.4948024948024947,2.979296066252588,1.3575883575883576,1.3908523908523909,1.182952182952183,2.6555323590814197,5.0,1.7642105263157895,1.3305263157894738,1.343157894736842,1.3319148936170213,3.0,1.778494623655914,2.3974082073434126,2.24622030237581,2.605911330049261,1.8605150214592274,1.0203665987780042,8.0,80.0,0.0
1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2888.0,19.8,19.5,18.7,15.5,17.5,19.9,3.4,14.0,26911.0,24692.0,14837.0,13548.0,79945.0,475.7,51.0,697.6,44.7,172795.0,121372.0,294048.0,2749.0,14351.0,605315.0,475.7,29.4,31.5,697.6,63.1,35.6,28457.0,3.7,1.7,11.5,3.5,0.6,0.7,0.0,2.0,28.0,193.0,202.0,5905.0,35112.0,140448.0,1710.0146137787056,951.0,39.7,28.1,7.1,94.8,38.3,63.6,36.8,2.3,65.9,935.0,4.4,3.6,91.5,83.1,87.4,84.6,75.0,97.7,96.9,1299.0,677.0,1.9,699.0,88.0,531.0,80.0,77.8,737342.0,85.2,6.0,3.0,7.266666666666667,1.3713163064833005,1.796477495107632,1.8126232741617356,1.0532544378698225,1.0376237623762377,1.1591355599214146,13.0,4.0,2.0,2.0,2.0,1.204868154158215,47.379876796714576,2.9175050301810863,1.7817796610169492,9.0,1.6152219873150107,17.0,8.0,1.3467561521252795,16.354691075514875,1.0,4.820247933884297,4.007142857142857,2.266112266112266,1.5243128964059196,1.9139344262295082,1.9692622950819672,1.9274924471299093,1.7619047619047619,1.9119638826185101,1.1544885177453028,1.2203742203742203,1.5868263473053892,2.9130434782608696,1.4896265560165975,1.2405857740585775,1.2972972972972974,1.3112033195020747,1.4948024948024947,2.979296066252588,1.3575883575883576,1.3908523908523909,1.182952182952183,2.6555323590814197,5.0,1.7642105263157895,1.3305263157894738,1.343157894736842,1.3319148936170213,3.0,1.778494623655914,2.3974082073434126,2.24622030237581,2.605911330049261,1.8605150214592274,1.0203665987780042,8.0,80.0,0.0
17.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,1301.0,18.1,18.7,13.1,17.5,14.5,14.3,5.8,11.5,13758.0,12529.0,7941.0,7182.0,86949.0,575.3,50.2,698.0,49.2,47769.0,43249.0,81983.0,775.0,252.0,248936.0,575.3,11.5,38.5,698.0,57.3,39.2,4176.0,2.9,1.2,10.1,2.9,0.6,0.7,0.0,0.0,39.0,168.0,413.0,5859.0,39274.0,106040.0,1399.4,946.0,46.3,49.5,1.5,99.2,36.1,81.4,18.6,1.9,83.3,919.0,4.2,3.4,91.9,81.8,87.0,86.6,78.9,98.5,98.1,595.0,282.0,2.1,283.0,15.0,221.0,47.0,63.5,306752.0,86.0,6.0,3.0,7.266666666666667,1.3713163064833005,1.796477495107632,1.8126232741617356,1.0532544378698225,1.0376237623762377,1.1591355599214146,13.0,4.0,2.0,2.0,2.0,1.204868154158215,47.379876796714576,2.9175050301810863,1.7817796610169492,9.0,1.6152219873150107,17.0,8.0,1.3467561521252795,16.354691075514875,1.8021978021978022,4.820247933884297,4.007142857142857,2.266112266112266,1.5243128964059196,1.9139344262295082,1.9692622950819672,1.9274924471299093,1.7619047619047619,1.9119638826185101,1.1544885177453028,1.2203742203742203,1.5868263473053892,2.9130434782608696,1.4896265560165975,1.2405857740585775,1.2972972972972974,1.3112033195020747,1.4948024948024947,2.979296066252588,1.3575883575883576,1.3908523908523909,1.182952182952183,2.6555323590814197,5.0,1.7642105263157895,1.3305263157894738,1.343157894736842,1.3319148936170213,3.0,1.778494623655914,2.3974082073434126,2.24622030237581,2.605911330049261,1.8605150214592274,1.0203665987780042,8.0,80.0,0.0
17.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1301.0,18.1,18.7,13.1,17.5,14.5,14.3,5.8,11.5,13758.0,12529.0,7941.0,7182.0,86949.0,575.3,50.2,698.0,49.2,47769.0,43249.0,81983.0,775.0,252.0,248936.0,575.3,11.5,38.5,698.0,57.3,39.2,4176.0,2.9,1.2,10.1,2.9,0.6,0.7,0.0,0.0,39.0,168.0,413.0,5859.0,39274.0,106040.0,1399.4,946.0,46.3,49.5,1.5,99.2,36.1,81.4,18.6,1.9,83.3,919.0,4.2,3.4,91.9,81.8,87.0,86.6,78.9,98.5,98.1,595.0,282.0,2.1,283.0,15.0,221.0,47.0,63.5,306752.0,86.0,6.0,3.0,7.266666666666667,1.3713163064833005,1.796477495107632,1.8126232741617356,1.0532544378698225,1.0376237623762377,1.1591355599214146,13.0,4.0,2.0,2.0,2.0,1.204868154158215,47.379876796714576,2.9175050301810863,1.7817796610169492,9.0,1.6152219873150107,17.0,8.0,1.3467561521252795,16.354691075514875,1.8021978021978022,4.820247933884297,4.007142857142857,2.266112266112266,1.5243128964059196,1.9139344262295082,1.9692622950819672,1.9274924471299093,1.7619047619047619,1.9119638826185101,1.1544885177453028,1.2203742203742203,1.5868263473053892,2.9130434782608696,1.4896265560165975,1.2405857740585775,1.2972972972972974,1.3112033195020747,1.4948024948024947,2.979296066252588,1.3575883575883576,1.3908523908523909,1.182952182952183,2.6555323590814197,5.0,1.7642105263157895,1.3305263157894738,1.343157894736842,1.3319148936170213,3.0,1.778494623655914,2.3974082073434126,2.24622030237581,2.605911330049261,1.8605150214592274,1.0203665987780042,8.0,80.0,0.0
0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,1814.0,20.0,19.7,23.2,15.4,20.1,7.8,2.0,5.5,17025.0,15540.0,10097.0,9189.0,79829.0,548.4,52.7,789.1,42.8,159453.0,44474.0,124757.0,1555.0,13993.0,344232.0,548.4,22.6,37.0,789.1,55.1,42.4,3330.0,5.0,1.1,13.5,2.4,0.6,0.7,0.0,0.0,30.0,210.0,591.0,6577.0,39022.0,195110.0,717.6,946.0,40.3,49.7,1.4,91.6,31.0,74.3,24.8,4.1,78.4,912.0,4.6,3.4,92.3,83.5,88.0,83.2,79.2,97.1,96.6,783.0,435.0,1.8,416.0,18.0,280.0,118.0,58.7,464651.0,85.7,6.0,3.0,7.266666666666667,1.3713163064833005,1.796477495107632,1.8126232741617356,1.0532544378698225,1.0376237623762377,1.1591355599214146,13.0,4.0,2.0,2.0,2.0,1.204868154158215,47.379876796714576,2.9175050301810863,1.7817796610169492,9.0,1.6152219873150107,17.0,8.0,1.3467561521252795,16.354691075514875,1.8021978021978022,4.820247933884297,4.007142857142857,2.266112266112266,1.5243128964059196,1.9139344262295082,1.9692622950819672,1.9274924471299093,1.7619047619047619,1.9119638826185101,1.1544885177453028,1.2203742203742203,1.5868263473053892,2.9130434782608696,1.4896265560165975,1.2405857740585775,1.2972972972972974,1.3112033195020747,1.4948024948024947,2.979296066252588,1.3575883575883576,1.3908523908523909,1.182952182952183,2.6555323590814197,5.0,1.7642105263157895,1.3305263157894738,1.343157894736842,1.3319148936170213,3.0,1.778494623655914,2.3974082073434126,2.24622030237581,2.605911330049261,1.8605150214592274,1.0203665987780042,8.0,80.0,0.0
0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1814.0,20.0,19.7,23.2,15.4,20.1,7.8,2.0,5.5,17025.0,15540.0,10097.0,9189.0,79829.0,548.4,52.7,789.1,42.8,159453.0,44474.0,124757.0,1555.0,13993.0,344232.0,548.4,22.6,37.0,789.1,55.1,42.4,3330.0,5.0,1.1,13.5,2.4,0.6,0.7,0.0,0.0,30.0,210.0,591.0,6577.0,39022.0,195110.0,717.6,946.0,40.3,49.7,1.4,91.6,31.0,74.3,24.8,4.1,78.4,912.0,4.6,3.4,92.3,83.5,88.0,83.2,79.2,97.1,96.6,783.0,435.0,1.8,416.0,18.0,280.0,118.0,58.7,464651.0,85.7,6.0,3.0,7.266666666666667,1.3713163064833005,1.796477495107632,1.8126232741617356,1.0532544378698225,1.0376237623762377,1.1591355599214146,13.0,4.0,2.0,2.0,2.0,1.204868154158215,47.379876796714576,2.9175050301810863,1.7817796610169492,9.0,1.6152219873150107,17.0,8.0,1.3467561521252795,16.354691075514875,1.8021978021978022,4.820247933884297,4.007142857142857,2.266112266112266,1.5243128964059196,1.9139344262295082,1.9692622950819672,1.9274924471299093,1.7619047619047619,1.9119638826185101,1.1544885177453028,1.2203742203742203,1.5868263473053892,2.9130434782608696,1.4896265560165975,1.2405857740585775,1.2972972972972974,1.3112033195020747,1.4948024948024947,2.979296066252588,1.3575883575883576,1.3908523908523909,1.182952182952183,2.6555323590814197,5.0,1.7642105263157895,1.3305263157894738,1.343157894736842,1.3319148936170213,3.0,1.778494623655914,2.3974082073434126,2.24622030237581,2.605911330049261,1.8605150214592274,1.0203665987780042,8.0,80.0,0.0
19.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,2772.0,20.7,19.7,11.5,13.2,11.8,21.8,6.7,18.5,20481.0,18689.0,11559.0,10456.0,66287.0,485.9,49.4,764.6,40.4,133095.0,132834.0,286257.0,2642.0,11087.0,567915.0,485.9,33.4,30.9,764.6,59.4,40.9,8568.0,6.0,1.5,14.5,3.0,0.6,0.7,2.0,2.0,21.0,159.0,418.0,5351.0,36949.0,136927.0,1728.6,952.0,36.6,51.0,3.4,88.0,28.7,53.4,45.1,6.0,59.4,922.0,4.3,3.4,89.4,75.9,82.8,82.8,76.1,96.8,95.3,1452.0,615.0,2.4,630.0,76.0,471.0,83.0,43.9,540673.0,84.9,6.0,3.0,7.266666666666667,1.3713163064833005,1.796477495107632,1.8126232741617356,1.0532544378698225,1.0376237623762377,1.1591355599214146,13.0,4.0,2.0,2.0,2.0,1.204868154158215,47.379876796714576,2.9175050301810863,1.7817796610169492,9.0,1.6152219873150107,17.0,8.0,1.3467561521252795,16.354691075514875,1.8021978021978022,4.820247933884297,4.007142857142857,2.266112266112266,1.5243128964059196,1.9139344262295082,1.9692622950819672,1.9274924471299093,1.7619047619047619,1.9119638826185101,1.1544885177453028,1.2203742203742203,1.5868263473053892,2.9130434782608696,1.4896265560165975,1.2405857740585775,1.2972972972972974,1.3112033195020747,1.4948024948024947,2.979296066252588,1.3575883575883576,1.3908523908523909,1.182952182952183,2.6555323590814197,5.0,1.7642105263157895,1.3305263157894738,1.343157894736842,1.3319148936170213,3.0,1.778494623655914,2.3974082073434126,2.24622030237581,2.605911330049261,1.8605150214592274,1.0203665987780042,8.0,80.0,0.0
15.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,6.0,850.0,17.6,16.5,6.6,6.4,6.5,0.8,0.9,0.8,11019.0,10142.0,5940.0,5442.0,103742.0,565.5,58.1,823.5,51.5,48018.0,23448.0,137514.0,492.0,21635.0,231107.0,565.5,10.7,36.3,823.5,48.8,38.8,5606.0,1.8,2.0,6.3,5.4,0.7,0.8,3.0,3.0,30.0,250.0,540.0,3244.0,21169.0,80441.0,1030.0,1036.0,66.7,37.1,3.2,99.5,47.2,92.7,6.8,1.3,94.0,922.0,4.0,3.6,91.6,79.8,85.6,80.7,81.9,97.0,96.4,705.0,223.0,3.2,217.0,1.0,190.0,26.0,30.7,226910.0,96.9,6.0,3.0,7.266666666666667,1.3713163064833005,1.796477495107632,1.8126232741617356,1.0532544378698225,1.0376237623762377,1.1591355599214146,13.0,4.0,2.0,2.0,2.0,1.204868154158215,47.379876796714576,2.9175050301810863,1.7817796610169492,9.0,1.6152219873150107,17.0,8.0,1.3467561521252795,16.354691075514875,1.8021978021978022,4.820247933884297,4.007142857142857,2.266112266112266,1.5243128964059196,1.9139344262295082,1.9692622950819672,1.9274924471299093,1.7619047619047619,1.9119638826185101,1.1544885177453028,1.2203742203742203,1.5868263473053892,2.9130434782608696,1.4896265560165975,1.2405857740585775,1.2972972972972974,1.3112033195020747,1.4948024948024947,2.979296066252588,1.3575883575883576,1.3908523908523909,1.182952182952183,2.6555323590814197,5.0,1.7642105263157895,1.3305263157894738,1.343157894736842,1.3319148936170213,3.0,1.778494623655914,2.3974082073434126,1.0,2.605911330049261,1.8605150214592274,1.0203665987780042,8.0,79.0,0.0
8.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,6.0,2454.0,21.0,19.8,20.2,17.8,19.6,2.6,1.5,2.3,20984.0,19368.0,10897.0,9959.0,80352.0,556.6,48.6,713.8,46.6,87085.0,40966.0,297825.0,1867.0,17279.0,445022.0,556.6,36.8,34.1,713.8,64.4,36.7,6658.0,5.3,0.9,15.0,1.8,0.6,0.7,2.0,1.0,32.0,169.0,373.0,7516.0,41176.0,157841.0,1710.0146137787056,928.0,36.3,58.4,1.0,93.7,27.6,63.9,35.8,7.5,71.4,889.0,5.1,4.3,84.4,69.6,77.3,72.5,72.3,94.9,93.5,1342.0,613.0,2.2,610.0,52.0,489.0,69.0,58.4,544858.0,90.5,6.0,3.0,7.266666666666667,1.3713163064833005,1.796477495107632,1.8126232741617356,1.0532544378698225,1.0376237623762377,1.1591355599214146,13.0,4.0,2.0,2.0,2.0,1.204868154158215,47.379876796714576,2.9175050301810863,1.7817796610169492,9.0,1.6152219873150107,17.0,8.0,1.3467561521252795,16.354691075514875,1.8021978021978022,4.820247933884297,4.007142857142857,2.266112266112266,1.5243128964059196,1.9139344262295082,1.9692622950819672,1.9274924471299093,1.7619047619047619,1.9119638826185101,1.1544885177453028,1.2203742203742203,1.0,2.9130434782608696,1.4896265560165975,1.2405857740585775,1.2972972972972974,1.3112033195020747,1.4948024948024947,2.979296066252588,1.3575883575883576,1.3908523908523909,1.182952182952183,2.6555323590814197,5.0,1.7642105263157895,1.3305263157894738,1.343157894736842,1.3319148936170213,3.0,1.778494623655914,2.3974082073434126,2.24622030237581,2.605911330049261,1.8605150214592274,1.0203665987780042,8.0,80.0,0.0
18.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6.0,1197.0,21.1,19.5,20.3,13.8,19.2,7.9,1.5,6.7,10338.0,9522.0,5103.0,4643.0,81568.0,516.5,55.5,653.7,49.4,151572.0,40624.0,79166.0,1925.0,12915.0,286202.0,516.5,23.2,32.6,653.7,60.3,41.8,3020.0,5.7,1.3,14.9,2.8,0.6,0.6,1.0,1.0,38.0,145.0,40.0,6715.0,41098.0,146779.0,2953.6,930.0,23.7,54.5,2.1,95.8,23.0,65.2,34.7,6.8,72.0,863.0,4.6,4.1,90.5,75.5,83.2,80.5,74.7,97.1,95.6,634.0,285.0,2.2,278.0,13.0,219.0,46.0,41.1,224736.0,89.23389830508475,6.0,3.0,7.266666666666667,1.3713163064833005,1.796477495107632,1.8126232741617356,1.0532544378698225,1.0376237623762377,1.1591355599214146,13.0,4.0,2.0,2.0,2.0,1.204868154158215,47.379876796714576,2.9175050301810863,1.7817796610169492,9.0,1.6152219873150107,17.0,8.0,1.3467561521252795,16.354691075514875,1.8021978021978022,4.820247933884297,4.007142857142857,2.266112266112266,1.5243128964059196,1.9139344262295082,1.9692622950819672,1.9274924471299093,1.7619047619047619,1.9119638826185101,1.1544885177453028,1.2203742203742203,1.5868263473053892,2.9130434782608696,1.4896265560165975,1.2405857740585775,1.2972972972972974,1.3112033195020747,1.4948024948024947,2.979296066252588,1.3575883575883576,1.3908523908523909,1.182952182952183,2.6555323590814197,5.0,1.7642105263157895,1.3305263157894738,1.343157894736842,1.3319148936170213,3.0,1.778494623655914,2.3974082073434126,2.24622030237581,2.605911330049261,1.8605150214592274,1.0203665987780042,8.0,81.0,0.0
